Licence,Grid Supply Point,Bulk Supply Point,Primary Substation,Proposed Connection Voltage (kV),Connection Status,Total Demand Number,Total Demand Capacity (MW),Total Generation Number,Total Generation Capacity (MW)
SWEST,Exeter Main S.G.P.,Tiverton Bsp,Cullompton,11,Budget Estimates Provided,3,11,0,0
SWEST,Indian Queens  S.G.P.,-,-,132,Budget Estimates Provided,1,49.9,2,49.9
SWEST,Indian Queens  S.G.P.,Camborne Bsp,-,33,Budget Estimates Provided,2,25,4,149.99
SWEST,Indian Queens  S.G.P.,Fraddon Bsp,-,33,Budget Estimates Provided,0,0,2,80
SWEST,Indian Queens  S.G.P.,Fraddon Bsp,St Mawgan,11,Budget Estimates Provided,0,0,1,2
SWEST,Indian Queens  S.G.P.,Hayle Bsp,-,33,Budget Estimates Provided,2,25,2,69.99
SWEST,Indian Queens  S.G.P.,Hayle Bsp,Newlyn,11,Budget Estimates Provided,1,1.315,0,0
SWEST,Indian Queens  S.G.P.,Hayle Bsp,Penzance Heamoor,11,Budget Estimates Provided,1,3,0,0
SWEST,Indian Queens  S.G.P.,Rame Bsp,-,33,Budget Estimates Provided,3,31,6,161.99
SWEST,Indian Queens  S.G.P.,Rame Bsp,Falmouth Bickland Hl,11,Budget Estimates Provided,1,1.5,0,0
SWEST,Indian Queens  S.G.P.,Rame Bsp,Helston,11,Budget Estimates Provided,1,4,0,0
SWEST,Indian Queens  S.G.P.,Rame Bsp,Penryn,11,Budget Estimates Provided,0,0,1,6
SWEST,Indian Queens  S.G.P.,St Austell Bsp,-,33,Budget Estimates Provided,0,0,2,80
SWEST,Indian Queens  S.G.P.,St Austell Bsp,Par Harbour,11,Budget Estimates Provided,1,1,0,0
SWEST,Indian Queens  S.G.P.,St Austell Bsp,Sawles Road,11,Budget Estimates Provided,1,1.5,0,0
SWEST,Indian Queens  S.G.P.,St Austell Bsp,St Austell,11,Budget Estimates Provided,1,1.6,0,0
SWEST,Indian Queens  S.G.P.,St Tudy Bsp,-,11,Budget Estimates Provided,2,25,4,149.99
SWEST,Indian Queens  S.G.P.,St Tudy Bsp,Wadebridge,11,Budget Estimates Provided,2,3.732,0,0
SWEST,Indian Queens  S.G.P.,Truro Bsp,-,33,Budget Estimates Provided,2,25,4,149.99
SWEST,Indian Queens  S.G.P.,Truro Bsp,Truro Shortlanesend,11,Budget Estimates Provided,1,6,0,0
SWEST,Iron Acton 132 kV S Stn,-,-,132,Budget Estimates Provided,3,190,2,90
SWEST,Iron Acton 132 kV S Stn,Bradley Stoke Bsp,Almondsbury,11,Budget Estimates Provided,3,5.9,0,0
SWEST,Iron Acton 132 kV S Stn,Bradley Stoke Bsp,Bradley Stoke,11,Budget Estimates Provided,1,1,0,0
SWEST,Iron Acton 132 kV S Stn,Feeder Road 33 kV,-,33,Budget Estimates Provided,1,70,0,0
SWEST,Iron Acton 132 kV S Stn,Feeder Road 33 kV,Bedminster,11,Budget Estimates Provided,1,3.7,0,0
SWEST,Iron Acton 132 kV S Stn,Feeder Road 33 kV,Feeder Rd 11 kV,11,Budget Estimates Provided,2,2.808,0,0
SWEST,Iron Acton 132 kV S Stn,Feeder Road 33 kV,Whitchurch,11,Budget Estimates Provided,1,9.124,0,0
SWEST,Iron Acton 132 kV S Stn,Lockleaze Bsp 132 kV,Eastville,11,Budget Estimates Provided,1,1,0,0
SWEST,Iron Acton 132 kV S Stn,Lockleaze Bsp 132 kV,Filton Dc,11,Budget Estimates Provided,1,1.2,0,0
SWEST,Iron Acton 132 kV S Stn,Lockleaze Bsp 132 kV,Lockleaze,11,Budget Estimates Provided,1,1.285,0,0
SWEST,Iron Acton 132 kV S Stn,Lockleaze Bsp 132 kV,Patchway Primary,11,Budget Estimates Provided,2,8,0,0
SWEST,Iron Acton 132 kV S Stn,Seabank Bsp,-,33,Budget Estimates Provided,0,0,3,71.27
SWEST,Iron Acton 132 kV S Stn,Seabank Bsp,Western Approach,11,Budget Estimates Provided,1,6,0,0
SWEST,Iron Acton 132 kV S Stn,St Pauls Bsp 132 kV,St Pauls Bsp 11 kV,11,Budget Estimates Provided,3,5.32,0,0
SWEST,Landulph  S.G.P.,-,-,132,Budget Estimates Provided,0,0,2,60
SWEST,Landulph  S.G.P.,Ernesettle Bsp,Southway,11,Budget Estimates Provided,1,1.118,0,0
SWEST,Landulph  S.G.P.,Landulph BSP,-,33,Budget Estimates Provided,2,10,6,130
SWEST,Landulph  S.G.P.,St Germans Bsp,-,33,Budget Estimates Provided,4,125,6,299.99
SWEST,Sandford 132 kV S.G.P.,Churchill Bsp 132 kV,-,132,Budget Estimates Provided,1,200,1,50
SWEST,Sandford 132 kV S.G.P.,Churchill Bsp 132 kV,Westwick,11,Budget Estimates Provided,1,1.5,0,0
SWEST,Sandford 132 kV S.G.P.,Weston Bsp 132 kV,Weston Central,11,Budget Estimates Provided,1,1,0,0
SWEST,Seabank S.G.P.,-,-,132,Budget Estimates Provided,0,0,2,80
SWEST,Seabank S.G.P.,Avonmouth Bsp,-,33,Budget Estimates Provided,0,0,3,100.8
SWEST,Seabank S.G.P.,Avonmouth Bsp,Avonmouth,11,Budget Estimates Provided,2,3,0,0
SWEST,Seabank S.G.P.,Avonmouth Bsp,Cairns Road,11,Budget Estimates Provided,1,1.25,0,0
SWEST,Seabank S.G.P.,Avonmouth Bsp,Kingsweston,11,Budget Estimates Provided,1,1,0,0
SWEST,Seabank S.G.P.,Radstock 33 kV,-,33,Budget Estimates Provided,0,0,1,5
SWEST,Seabank S.G.P.,Radstock Bsp 132 kV,-,132,Budget Estimates Provided,0,0,2,80
SWEST,Seabank S.G.P.,Radstock Bsp 132 kV,Evercreech,11,Budget Estimates Provided,1,2,0,0
SWEST,Seabank S.G.P.,Radstock Bsp 132 kV,Keynsham East,11,Budget Estimates Provided,1,2,0,0
SWEST,Seabank S.G.P.,Radstock Bsp 132 kV,Newbury,11,Budget Estimates Provided,0,0,1,5
SWEST,Taunton S.G.P.,-,-,132,Budget Estimates Provided,2,25.1,2,94.9
SWEST,Taunton S.G.P.,Bowhays Cross BSP,-,33,Budget Estimates Provided,2,25,6,184.9
SWEST,Taunton S.G.P.,Taunton Main Bsp,-,33,Budget Estimates Provided,0,0,2,80
SWEST,Abham  S.G.P.,Newton Abbot Bsp (Forde Road),Bradley Lane,11,Connection offers accepted,1,8.25,0,0
SWEST,Abham  S.G.P.,Newton Abbot Bsp (Forde Road),Dawlish,11,Connection offers accepted,1,2,0,0
SWEST,Abham  S.G.P.,Newton Abbot Bsp (Forde Road),Newton Abbot Main,11,Connection offers accepted,1,2,0,0
SWEST,Abham  S.G.P.,Plympton Bsp,Newton Ferrers,11,Connection offers accepted,1,1.045,0,0
SWEST,Abham  S.G.P.,Plympton Bsp,Torycombe,11,Connection offers accepted,1,2,0,0
SWEST,Abham  S.G.P.,Torquay Bsp,Lawes Bridge,11,Connection offers accepted,1,1.5,0,0
SWEST,Alverdiscott  S.G.P.,Barnstaple Bsp,-,33,Connection offers accepted,1,17,1,17
SWEST,Alverdiscott  S.G.P.,East Yelland Bsp,Barnstaple Quay,11,Connection offers accepted,1,1.2,0,0
SWEST,Alverdiscott  S.G.P.,Pyworthy Bsp,Lifton,11,Connection offers accepted,1,1,0,0
SWEST,Alverdiscott  S.G.P.,Pyworthy Bsp,Shebbear,11,Connection offers accepted,1,49.99,1,49.99
SWEST,Axminster  S.G.P.,Woodcote Bsp,Bridport,11,Connection offers accepted,1,1.5,0,0
SWEST,Bridgwater  S.G.P.,-,-,132,Connection offers accepted,1,10,1,10
SWEST,Bridgwater  S.G.P.,Bridgwater Grid Bsp,Bath Road Primary,11,Connection offers accepted,1,1.2,0,0
SWEST,Bridgwater  S.G.P.,Bridgwater Grid Bsp,Colley Lane,11,Connection offers accepted,2,5.95,0,0
SWEST,Bridgwater  S.G.P.,Street Bsp,-,33,Connection offers accepted,1,5,1,10
SWEST,Bridgwater  S.G.P.,Street Bsp,Millfield,11,Connection offers accepted,1,1.5,0,0
SWEST,Exeter Main S.G.P.,-,-,132,Connection offers accepted,0,0,1,49.9
SWEST,Exeter Main S.G.P.,Exeter City Bsp,-,33,Connection offers accepted,1,1.612,2,30
SWEST,Exeter Main S.G.P.,Exeter Main Bsp,-,33,Connection offers accepted,0,0,1,27
SWEST,Exeter Main S.G.P.,Sowton Bsp,-,33,Connection offers accepted,2,50,2,50
SWEST,Exeter Main S.G.P.,Sowton Bsp,Clyst Honiton,11,Connection offers accepted,1,1.5,0,0
SWEST,Exeter Main S.G.P.,Tiverton Bsp,Burlescombe,11,Connection offers accepted,1,40,1,40
SWEST,Exeter Main S.G.P.,Tiverton Bsp,Tiverton South,11,Connection offers accepted,1,1,0,0
SWEST,Indian Queens  S.G.P.,-,-,132,Connection offers accepted,0,0,1,50
SWEST,Indian Queens  S.G.P.,Camborne BSP,-,33,Connection offers accepted,0,0,1,10
SWEST,Indian Queens  S.G.P.,Fraddon Bsp,-,33,Connection offers accepted,1,1.25,0,0
SWEST,Indian Queens  S.G.P.,Fraddon Bsp,Mevagissey,11,Connection offers accepted,1,1,0,0
SWEST,Indian Queens  S.G.P.,Hayle Bsp,-,33,Connection offers accepted,1,8,1,14
SWEST,Indian Queens  S.G.P.,Rame Bsp,Falmouth Bickland Hl,11,Connection offers accepted,1,1.5,0,0
SWEST,Indian Queens  S.G.P.,Rame Bsp,Falmouth Docks,11,Connection offers accepted,1,2.5,0,0
SWEST,Iron Acton 132 kV S Stn,Bradley Stoke Bsp,Bradley Stoke,11,Connection offers accepted,1,1,0,0
SWEST,Iron Acton 132 kV S Stn,Feeder Road 33 kV,Bedminster,11,Connection offers accepted,1,1,0,0
SWEST,Iron Acton 132 kV S Stn,Feeder Road 33 kV,Bower Ashton,11,Connection offers accepted,1,6,0,0
SWEST,Iron Acton 132 kV S Stn,Feeder Road 33 kV,Feeder Rd 11 kV,11,Connection offers accepted,1,1.5,0,0
SWEST,Iron Acton 132 kV S Stn,Feeder Road 33 kV,Feeder Road B,11,Connection offers accepted,1,1.2,0,0
SWEST,Iron Acton 132 kV S Stn,Lockleaze Bsp 132 kV,Emersons Green,11,Connection offers accepted,0,0,1,9.212
SWEST,Iron Acton 132 kV S Stn,Lockleaze Bsp 132 kV,Filton Dc,11,Connection offers accepted,1,1,0,0
SWEST,Iron Acton 132 kV S Stn,Lockleaze Bsp 132 kV,Patchway Primary,11,Connection offers accepted,1,4,0,0
SWEST,Iron Acton 132 kV S Stn,St Pauls Bsp 132 kV,St Pauls Bsp 11 kV,11,Connection offers accepted,4,12.6,0,0
SWEST,Landulph  S.G.P.,Ernesettle Bsp,Alexandra Road,11,Connection offers accepted,2,2.7,0,0
SWEST,Melksham  S.G.P.,Bath (Dolemeads) 132 kV,Oldfield Park,6.6,Connection offers accepted,2,4.1,0,0
SWEST,Melksham  S.G.P.,Bath (Dolemeads) 132 kV,Twerton,6.6,Connection offers accepted,1,4.5,0,0
SWEST,Sandford 132 kV S.G.P.,Weston Bsp 132 kV,Weston Locking Rd,11,Connection offers accepted,1,1.5,0,0
SWEST,Seabank S.G.P.,Avonmouth Bsp,Avonmouth,11,Connection offers accepted,2,2.25,0,0
SWEST,Seabank S.G.P.,Avonmouth Bsp,Kingsweston,11,Connection offers accepted,3,3.895,0,0
SWEST,Seabank S.G.P.,Radstock Bsp 132 kV,High Littleton,11,Connection offers accepted,1,1,0,0
SWEST,Taunton S.G.P.,Bowhays Cross BSP,-,11,Connection offers accepted,1,9,1,9
SWEST,Taunton S.G.P.,Taunton Main Bsp,-,33,Connection offers accepted,0,0,1,20
SWEST,Abham  S.G.P.,-,-,132,Connection offers not yet accepted,1,50,1,50
SWEST,Abham  S.G.P.,Newton Abbot Bsp (Forde Road),Bovey Tracey,11,Connection offers not yet accepted,1,1,0,0
SWEST,Abham  S.G.P.,Newton Abbot Bsp (Forde Road),Dawlish,11,Connection offers not yet accepted,1,2,0,0
SWEST,Abham  S.G.P.,Plymouth Bsp,Elim Terrace,11,Connection offers not yet accepted,1,2.5,0,0
SWEST,Abham  S.G.P.,Plymouth Bsp,Longbridge,11,Connection offers not yet accepted,2,2.148,0,0
SWEST,Abham  S.G.P.,Plymouth Bsp,Plymstock South,11,Connection offers not yet accepted,1,1.5,0,0
SWEST,Abham  S.G.P.,Plymouth Bsp,Prince Rock,11,Connection offers not yet accepted,1,5,1,5
SWEST,Abham  S.G.P.,Plympton Bsp,-,33,Connection offers not yet accepted,1,25,0,0
SWEST,Abham  S.G.P.,Plympton Bsp,Langage,11,Connection offers not yet accepted,1,6,0,0
SWEST,Abham  S.G.P.,Plympton Bsp,Newton Ferrers,11,Connection offers not yet accepted,1,1.045,0,0
SWEST,Alverdiscott  S.G.P.,Barnstaple Bsp,Great Torrington,11,Connection offers not yet accepted,1,2.168,0,0
SWEST,Alverdiscott  S.G.P.,Barnstaple Bsp,Rock Park,11,Connection offers not yet accepted,3,8.146,0,0
SWEST,Alverdiscott  S.G.P.,Barnstaple Bsp,Roundswell,11,Connection offers not yet accepted,2,2.9,0,0
SWEST,Alverdiscott  S.G.P.,East Yelland Bsp,-,33,Connection offers not yet accepted,0,0,1,7.5
SWEST,Alverdiscott  S.G.P.,North Tawton Bsp,Whiddon Down,11,Connection offers not yet accepted,1,1.5,0,0
SWEST,Alverdiscott  S.G.P.,Pyworthy Bsp,-,33,Connection offers not yet accepted,1,15,2,64.5
SWEST,Alverdiscott  S.G.P.,Pyworthy Bsp,Lifton,11,Connection offers not yet accepted,1,1.8,0,0
SWEST,Alverdiscott  S.G.P.,Pyworthy Bsp,Stratton,11,Connection offers not yet accepted,2,16.5,1,15
SWEST,Axminster  S.G.P.,-,-,132,Connection offers not yet accepted,0,0,1,5.87
SWEST,Axminster  S.G.P.,Woodcote Bsp,Axminster,11,Connection offers not yet accepted,1,1.5,0,0
SWEST,Axminster  S.G.P.,Yeovil Bsp,East Chinnock Primary,11,Connection offers not yet accepted,1,1.974,0,0
SWEST,Axminster  S.G.P.,Yeovil Bsp,Montacute,11,Connection offers not yet accepted,1,1,0,0
SWEST,Bridgwater  S.G.P.,-,-,132,Connection offers not yet accepted,1,10,1,10
SWEST,Bridgwater  S.G.P.,Bridgwater Grid Bsp,Bridgwater Local,11,Connection offers not yet accepted,1,1.5,0,0
SWEST,Bridgwater  S.G.P.,Bridgwater Grid Bsp,Burnham,11,Connection offers not yet accepted,1,1.5,0,0
SWEST,Bridgwater  S.G.P.,Bridgwater Grid Bsp,Colley Lane,11,Connection offers not yet accepted,6,17.004,0,0
SWEST,Bridgwater  S.G.P.,Street Bsp,Millfield,11,Connection offers not yet accepted,4,8.35,0,0
SWEST,Exeter Main S.G.P.,-,-,132,Connection offers not yet accepted,2,185,3,269.9
SWEST,Exeter Main S.G.P.,Exeter City Bsp,Crediton,11,Connection offers not yet accepted,1,2.5,0,0
SWEST,Exeter Main S.G.P.,Exeter City Bsp,St Thomas,11,Connection offers not yet accepted,1,1.8,0,0
SWEST,Exeter Main S.G.P.,Exeter Main Bsp,-,33,Connection offers not yet accepted,0,0,1,27
SWEST,Exeter Main S.G.P.,Exeter Main Bsp,Sidmouth Town,11,Connection offers not yet accepted,0,0,1,1
SWEST,Exeter Main S.G.P.,Exmouth Bsp,Withycombe Raleigh,11,Connection offers not yet accepted,1,3.493,0,0
SWEST,Exeter Main S.G.P.,Sowton Bsp,-,33,Connection offers not yet accepted,0,0,1,20
SWEST,Exeter Main S.G.P.,Sowton Bsp,Clyst Honiton,11,Connection offers not yet accepted,1,2.476,0,0
SWEST,Exeter Main S.G.P.,Sowton Bsp,Countess Wear,11,Connection offers not yet accepted,1,1.5,0,0
SWEST,Exeter Main S.G.P.,Sowton Bsp,Heavitree,11,Connection offers not yet accepted,1,2.305,0,0
SWEST,Exeter Main S.G.P.,Sowton Bsp,Marsh Green,11,Connection offers not yet accepted,4,10.434,0,0
SWEST,Exeter Main S.G.P.,Tiverton Bsp,-,33,Connection offers not yet accepted,1,10,0,0
SWEST,Exeter Main S.G.P.,Tiverton Bsp,Cullompton,11,Connection offers not yet accepted,1,1.25,0,0
SWEST,Exeter Main S.G.P.,Tiverton Bsp,Tiverton Junction,11,Connection offers not yet accepted,2,2.5,0,0
SWEST,Indian Queens  S.G.P.,-,-,132,Connection offers not yet accepted,1,60,1,25.3
SWEST,Indian Queens  S.G.P.,Camborne BSP,Redruth,11,Connection offers not yet accepted,1,1.2,0,0
SWEST,Indian Queens  S.G.P.,Fraddon Bsp,-,33,Connection offers not yet accepted,0,0,1,17
SWEST,Indian Queens  S.G.P.,Fraddon Bsp,Newquay Trevemper,11,Connection offers not yet accepted,1,2,0,0
SWEST,Indian Queens  S.G.P.,Hayle Bsp,Marazion,11,Connection offers not yet accepted,1,1,0,0
SWEST,Indian Queens  S.G.P.,Hayle Bsp,Penzance Heamoor,11,Connection offers not yet accepted,1,1.5,0,0
SWEST,Indian Queens  S.G.P.,Rame Bsp,Penryn,11,Connection offers not yet accepted,1,4.5,0,0
SWEST,Indian Queens  S.G.P.,St Tudy Bsp,Wadebridge,11,Connection offers not yet accepted,1,1.5,0,0
SWEST,Indian Queens  S.G.P.,Truro Bsp,-,33,Connection offers not yet accepted,1,6.266,0,0
SWEST,Indian Queens  S.G.P.,Truro Bsp,Truro Shortlanesend,11,Connection offers not yet accepted,1,5.3,0,0
SWEST,Indian Queens  S.G.P.,Truro Bsp,Truro Treyew Road,11,Connection offers not yet accepted,1,1.8,0,0
SWEST,Indian Queens  S.G.P.,Truro Bsp,Twelveheads.,11,Connection offers not yet accepted,1,4,0,0
SWEST,Iron Acton 132 kV S Stn,Bradley Stoke Bsp,Abbeywood Primary,11,Connection offers not yet accepted,1,1,0,0
SWEST,Iron Acton 132 kV S Stn,Bradley Stoke Bsp,Almondsbury,11,Connection offers not yet accepted,2,3.06,0,0
SWEST,Iron Acton 132 kV S Stn,Bradley Stoke Bsp,Bradley Stoke,11,Connection offers not yet accepted,1,5.859,0,0
SWEST,Iron Acton 132 kV S Stn,Feeder Road 33 kV,Bedminster,11,Connection offers not yet accepted,1,3.7,0,0
SWEST,Iron Acton 132 kV S Stn,Feeder Road 33 kV,Bishopsworth,11,Connection offers not yet accepted,1,1.5,0,0
SWEST,Iron Acton 132 kV S Stn,Feeder Road 33 kV,Bower Ashton,11,Connection offers not yet accepted,4,10.082,0,0
SWEST,Iron Acton 132 kV S Stn,Feeder Road 33 kV,Broadweir Primary,11,Connection offers not yet accepted,1,2.47,0,0
SWEST,Iron Acton 132 kV S Stn,Feeder Road 33 kV,Feeder Rd 11 kV,11,Connection offers not yet accepted,2,3.9,0,0
SWEST,Iron Acton 132 kV S Stn,Feeder Road 33 kV,Whitchurch,11,Connection offers not yet accepted,1,3.351,0,0
SWEST,Iron Acton 132 kV S Stn,Feeder Road 33 kV,Woodland Way,11,Connection offers not yet accepted,0,0,1,9.212
SWEST,Iron Acton 132 kV S Stn,Lockleaze Bsp 132 kV,Eastville,11,Connection offers not yet accepted,1,1.4,0,0
SWEST,Iron Acton 132 kV S Stn,Lockleaze Bsp 132 kV,Patchway Primary,11,Connection offers not yet accepted,1,8.831,0,0
SWEST,Iron Acton 132 kV S Stn,Lockleaze Bsp 132 kV,Winterbourne,11,Connection offers not yet accepted,1,1,0,0
SWEST,Iron Acton 132 kV S Stn,Seabank Bsp,-,33,Connection offers not yet accepted,1,13,0,0
SWEST,Iron Acton 132 kV S Stn,Seabank Bsp,Western Approach,11,Connection offers not yet accepted,1,1,0,0
SWEST,Landulph  S.G.P.,Ernesettle Bsp,Alexandra Road,11,Connection offers not yet accepted,3,3.7,0,0
SWEST,Landulph  S.G.P.,Milehouse Bsp,-,33,Connection offers not yet accepted,1,3.481,0,0
SWEST,Landulph  S.G.P.,Milehouse Bsp,Alma Road,11,Connection offers not yet accepted,1,1,0,0
SWEST,Landulph  S.G.P.,St Germans Bsp,-,33,Connection offers not yet accepted,0,0,1,15
SWEST,Landulph  S.G.P.,St Germans Bsp,Liskeard,11,Connection offers not yet accepted,1,1.5,0,0
SWEST,Landulph  S.G.P.,St Germans Bsp,St Neot,11,Connection offers not yet accepted,1,1.25,0,0
SWEST,Melksham  S.G.P.,Bath (Dolemeads) 132 kV,Combe Park,6.6,Connection offers not yet accepted,1,4,0,0
SWEST,Melksham  S.G.P.,Bath (Dolemeads) 132 kV,Dorchester St - New,6.6,Connection offers not yet accepted,1,4,0,0
SWEST,Melksham  S.G.P.,Bath (Dolemeads) 132 kV,Oldfield Park,6.6,Connection offers not yet accepted,1,2.9,0,0
SWEST,Sandford 132 kV S.G.P.,Churchill Bsp 132 kV,Bristol International Airport,11,Connection offers not yet accepted,1,2,0,0
SWEST,Sandford 132 kV S.G.P.,Churchill Bsp 132 kV,Westwick,11,Connection offers not yet accepted,3,10,0,0
SWEST,Sandford 132 kV S.G.P.,Weston Bsp 132 kV,East Brent,11,Connection offers not yet accepted,1,1.8,0,0
SWEST,Sandford 132 kV S.G.P.,Weston Bsp 132 kV,Weston Central,11,Connection offers not yet accepted,1,1.8,0,0
SWEST,Seabank S.G.P.,Avonmouth Bsp,-,33,Connection offers not yet accepted,2,15.5,1,5
SWEST,Seabank S.G.P.,Avonmouth Bsp,Avonmouth,11,Connection offers not yet accepted,2,2.8,1,5.258
SWEST,Seabank S.G.P.,Avonmouth Bsp,Kingsweston,11,Connection offers not yet accepted,3,5.945,0,0
SWEST,Seabank S.G.P.,Portishead New BSP,Easton-In-Gordano,11,Connection offers not yet accepted,1,8,0,0
SWEST,Seabank S.G.P.,Portishead New BSP,Portishead Ashlands,11,Connection offers not yet accepted,1,1,0,0
SWEST,Seabank S.G.P.,Portishead New BSP,Royal Portbury Dock,11,Connection offers not yet accepted,1,7.5,0,0
SWEST,Seabank S.G.P.,Radstock Bsp 132 kV,Chewton Mendip,11,Connection offers not yet accepted,2,2.8,0,0
SWEST,Seabank S.G.P.,Radstock Bsp 132 kV,Keynsham East,11,Connection offers not yet accepted,1,1.5,0,0
SWEST,Taunton S.G.P.,-,-,132,Connection offers not yet accepted,2,129.9,2,99.9
SWEST,Taunton S.G.P.,Bowhays Cross BSP,Bowhays Cross,11,Connection offers not yet accepted,1,1.19,0,0
SWEST,Taunton S.G.P.,Taunton Main Bsp,Staplegrove,11,Connection offers not yet accepted,2,3.413,0,0
SWEST,Taunton S.G.P.,Taunton Main Bsp,Taunton Local,11,Connection offers not yet accepted,1,1.5,0,0
SWEST,Taunton S.G.P.,Taunton Main Bsp,Wellington Town,11,Connection offers not yet accepted,4,6.139,0,0
WMIDS,Bishops Wood 132 kV S Stn,-,-,132,Budget Estimates Provided,4,240,17,763.9
WMIDS,Bishops Wood 132 kV S Stn,Hereford 66 kV S Stn,Bromyard 66/11 kV,11,Budget Estimates Provided,1,2.5,0,0
WMIDS,Bishops Wood 132 kV S Stn,Hereford 66 kV S Stn,Ledbury 66/11 kV,11,Budget Estimates Provided,1,1.647,0,0
WMIDS,Bishops Wood 132 kV S Stn,Hereford 66 kV S Stn,Newent 66 11 kV S Stn,11,Budget Estimates Provided,2,6,0,0
WMIDS,Bishops Wood 132 kV S Stn,Stourport 132 66 33 kV S Stn,Stourport 132/66/33/11 kV,11,Budget Estimates Provided,0,0,2,8
WMIDS,Bishops Wood 132 kV S Stn,Upton Warren 132 kV S Stn,-,66,Budget Estimates Provided,1,35,1,35
WMIDS,Bishops Wood 132 kV S Stn,Warndon 132 kV S Stn,Warndon 132/11 kV,11,Budget Estimates Provided,1,1.3,0,0
WMIDS,Bishops Wood 132 kV S Stn,Worcester 132 kV S Stn,Worcester 132/11 kV,11,Budget Estimates Provided,2,5.8,0,0
WMIDS,Bushbury D 132 kV,-,-,132,Budget Estimates Provided,1,30,5,170
WMIDS,Bushbury D 132 kV,Bushbury C 132 kV S Stn,Bushbury B-C 132/33/11 kV,11,Budget Estimates Provided,2,2.6,0,0
WMIDS,Bustleholm 132 kV S Stn,-,-,132,Budget Estimates Provided,2,36,2,80
WMIDS,Bustleholm 132 kV S Stn,Bustleholm 132/11 kV,Bustleholm 11 kV S Stn,11,Budget Estimates Provided,2,6.074,2,2.067
WMIDS,Bustleholm 132 kV S Stn,Rushall 132 kV S Stn,Rushall 132/11 kV,11,Budget Estimates Provided,0,0,2,10
WMIDS,Bustleholm 132 kV S Stn,Smethwick 132 25 kV S Stn,Smethwick 132/11 kV,11,Budget Estimates Provided,1,3.5,0,0
WMIDS,Bustleholm 132 kV S Stn,Winson Green 132 25 11 kV S Stn,Winson Green 132/11 kV,11,Budget Estimates Provided,4,10.45,0,0
WMIDS,Cellarhead 132 kV,-,-,132,Budget Estimates Provided,2,70,18,625
WMIDS,Cellarhead 132 kV,Boothen 132 kV S Stn,Boothen 132/33/11 kV,11,Budget Estimates Provided,1,2,0,0
WMIDS,Cellarhead 132 kV,Meaford C 132 kV S Stn,Hill Chorlton 33 11 kV S Stn,11,Budget Estimates Provided,0,0,1,7.6
WMIDS,Cellarhead 132 kV,Meaford C 132 kV S Stn,Meaford C 132/33/11 kV,11,Budget Estimates Provided,1,1.875,0,0
WMIDS,Cellarhead 132 kV,Stagefields 132 kV S Stn,Stagefields 132/33/11 kV,11,Budget Estimates Provided,1,2,0,0
WMIDS,Cellarhead 132 kV,Whitfield 132 33 kV S Stn,Congleton 33 11 kV S Stn,11,Budget Estimates Provided,1,1.25,0,0
WMIDS,East Claydon 132 kV S Stn,Banbury 132 kV S Stn,Banbury 132/11 kV,11,Budget Estimates Provided,3,10,0,0
WMIDS,Feckenham 66 11 kV S Stn,-,-,66,Budget Estimates Provided,3,140,9,289
WMIDS,Feckenham 66 11 kV S Stn,Feckenham 66/11 kV,Broadway 66 11 kV S Stn,11,Budget Estimates Provided,0,0,1,1.96
WMIDS,Feckenham 66 11 kV S Stn,Feckenham 66/11 kV,Epwell 66 11 kV S Stn,11,Budget Estimates Provided,1,5,1,5
WMIDS,Feckenham 66 11 kV S Stn,Feckenham 66/11 kV,Evesham 66 11 kV S Stn,11,Budget Estimates Provided,2,2.655,0,0
WMIDS,Feckenham 66 11 kV S Stn,Feckenham 66/11 kV,Long Marston 66 11 kV S Stn,11,Budget Estimates Provided,0,0,2,5
WMIDS,Feckenham 66 11 kV S Stn,Feckenham 66/11 kV,Pershore 66 11 kV S Stn,11,Budget Estimates Provided,2,2.665,0,0
WMIDS,Feckenham 66 11 kV S Stn,Feckenham 66/11 kV,Stratford 66 11 kV S Stn,11,Budget Estimates Provided,1,3,0,0
WMIDS,Iron Acton 132 kV S Stn,-,-,132,Budget Estimates Provided,3,145,9,320
WMIDS,Iron Acton 132 kV S Stn,Chipping Sodbury 132 kV S Stn,Alveston 33 11 kV S Stn,11,Budget Estimates Provided,1,5,2,5.51
WMIDS,Iron Acton 132 kV S Stn,Chipping Sodbury 132 kV S Stn,Oxbridge 33 11 kV S Stn,11,Budget Estimates Provided,1,2.818,0,0
WMIDS,Iron Acton 132 kV S Stn,Lockleaze Bsp 132 kV,Clifton 33 11 kV S Stn,11,Budget Estimates Provided,8,20.412,0,0
WMIDS,Iron Acton 132 kV S Stn,Ryeford 132 kV S Stn,Hammerley Down 33 11 kV S Stn,11,Budget Estimates Provided,0,0,1,4.26
WMIDS,Iron Acton 132 kV S Stn,Ryeford 132 kV S Stn,Ryeford 132/33/11 kV,11,Budget Estimates Provided,0,0,1,5
WMIDS,Ironbridge 132 kV S Stn,-,-,132,Budget Estimates Provided,1,3,6,157
WMIDS,Ironbridge 132 kV S Stn,Ironbridge 132 33 kV S Stn,Halesfield 33 11 kV S Stn,11,Budget Estimates Provided,1,2.5,1,1.1
WMIDS,Ironbridge 132 kV S Stn,Ironbridge 132 33 kV S Stn,Madeley 33 11 kV S Stn,11,Budget Estimates Provided,0,0,1,5
